Leon Osman	2014/2015	6.60
Leon Osman	2013/2014	6.85
Leon Osman	2012/2013	7.24
Leon Osman	2011/2012	6.89
Leon Osman	2010/2011	7.14
Muhamed Besic	2014/2015	6.70
Muhamed Besic	2014/2015	6.59
Muhamed Besic	2014	7.35
Aiden McGeady	2014/2015	7.08
Aiden McGeady	2014/2015	6.50
Aiden McGeady	2013/2014	6.79
Aiden McGeady	2013/2014	6.51
Aiden McGeady	2012/2013	6.38
Aiden McGeady	2012	6.42
Bryan Oviedo	2014/2015	6.94
Bryan Oviedo	2014/2015	6.42
Bryan Oviedo	2013/2014	7.35
Darron Gibson	2014/2015	6.31
Darron Gibson	2014/2015	6.32
Darron Gibson	2013/2014	6.20
Darron Gibson	2012/2013	6.84
Darron Gibson	2011/2012	6.97
Darron Gibson	2011/2012	8.06
Darron Gibson	2010/2011	7.49
Darron Gibson	2010/2011	6.39
Darron Gibson	2009/2010	6.90
Steven Pienaar	2014/2015	6.51
Steven Pienaar	2014/2015	6.19
Steven Pienaar	2013/2014	6.78
Steven Pienaar	2012/2013	7.16
Steven Pienaar	2011/2012	6.14
Steven Pienaar	2011/2012	7.48
Steven Pienaar	2010/2011	6.58
Steven Pienaar	2010/2011	7.08
Steven Pienaar	2010/2011	6.86
Christian Atsu	2014/2015	6.06
Christian Atsu	2014/2015	6.14
Christian Atsu	2013/2014	7.24
Christian Atsu	2014	6.77
Tyias Browning	2014/2015	6.80
Tyias Browning	2014/2015	6.11
Danny Pugh	2013/2014	6.91
Danny Pugh	2011/2012	6.16
Danny Pugh	2010/2011	6.14
Frank Nouble	2014/2015	6.19
Frank Nouble	2013/2014	6.29
Frank Nouble	2010/2011	6.09
Gary Madine	2014/2015	6.20
John Fleck	2010/2011	5.96
Marcus Tudgay	2013/2014	6.55
Marcus Tudgay	2013/2014	6.66
Morgan Schneiderlin	2014/2015	7.34
Morgan Schneiderlin	2013/2014	7.21
Morgan Schneiderlin	2014	7.22
Nathaniel Clyne	2014/2015	7.27
Nathaniel Clyne	2013/2014	6.94
Nathaniel Clyne	2013	6.39
Victor Wanyama	2014/2015	7.26
Victor Wanyama	2013/2014	6.89
Ryan Bertrand	2014/2015	7.17
Ryan Bertrand	2013/2014	6.77
Ryan Bertrand	2013/2014	6.44
Ryan Bertrand	2012/2013	6.85
Ryan Bertrand	2012/2013	6.44
Ryan Bertrand	2012/2013	6.49
Ryan Bertrand	2011/2012	6.97
Ryan Bertrand	2011/2012	6.80
Dusan Tadic	2014/2015	7.11
Dusan Tadic	2013/2014	7.80
Jose Fonte	2014/2015	7.11
Jose Fonte	2013/2014	7.21
Toby Alderweireld	2014/2015	6.95
Toby Alderweireld	2013/2014	6.93
Toby Alderweireld	2013/2014	7.17
Toby Alderweireld	2013/2014	6.94
Toby Alderweireld	2014	7.08
Toby Alderweireld	2012/2013	7.90
Toby Alderweireld	2012/2013	6.72
Toby Alderweireld	2011/2012	7.18
Graziano Pellè	2014/2015	6.90
Graziano Pellè	2013/2014	7.97
Graziano Pellè	2012/2013	5.93
Graziano Pellè	2011/2012	6.70
James Ward-Prowse	2014/2015	6.89
James Ward-Prowse	2013/2014	6.63
Steven Davis	2014/2015	6.73
Steven Davis	2013/2014	6.93
Steven Davis	2012/2013	6.66
Steven Davis	2010/2011	6.91
Maya Yoshida	2014/2015	6.73
Maya Yoshida	2013/2014	6.99
Maya Yoshida	2014	6.68
Maya Yoshida	2013	6.05
Fraser Forster	2014/2015	6.72
Fraser Forster	2013/2014	6.42
Sadio Mané	2014/2015	6.68
Shane Long	2014/2015	6.53
Shane Long	2013/2014	6.86
Shane Long	2013/2014	6.69
Shane Long	2012/2013	6.75
Shane Long	2012	6.04
Jack Cork	2014/2015	6.47
Jack Cork	2013/2014	6.78
Jack Cork	2012/2013	6.88
Gastón Ramírez	2014/2015	6.24
Gastón Ramírez	2014/2015	6.14
Gastón Ramírez	2013/2014	6.52
Gastón Ramírez	2014	6.78
Gastón Ramírez	2013	6.62
Gastón Ramírez	2012/2013	6.90
Gastón Ramírez	2011/2012	7.28
Florin Gardos	2014/2015	6.14
Florin Gardos	2013/2014	7.40
Emmanuel Mayuka	2014/2015	6.04
Emmanuel Mayuka	2013/2014	6.29
Harrison Reed	2014/2015	6.00
Chris Martin	2014/2015	7.35
Chris Martin	2013/2014	7.14
Chris Martin	2012/2013	6.02
Zak Whitbread	2014/2015	7.25
Zak Whitbread	2013/2014	7.06
Zak Whitbread	2013/2014	7.06
Jack Butland	2014/2015	7.24
Jack Butland	2013/2014	6.61
Jack Butland	2013/2014	6.72
Jack Butland	2013/2014	6.71
Richard Keogh	2014/2015	7.22
Jamie Ward	2014/2015	7.15
Lee Grant	2014/2015	7.14
Ryan Shotton	2014/2015	7.10
Ryan Shotton	2013/2014	6.77
Ryan Shotton	2013/2014	7.11
Ryan Shotton	2012/2013	6.82
Ryan Shotton	2011/2012	6.57
Jake Buxton	2014/2015	7.10
Craig Bryson	2014/2015	7.09
Omar Mascarell	2014/2015	7.08
Will Hughes	2014/2015	6.99
Johnny Russell	2014/2015	6.98
John Eustace	2014/2015	6.80
Jeff Hendrick	2014/2015	6.79
Jordon Ibe	2014/2015	6.79
Jordon Ibe	2013/2014	6.57
Jordon Ibe	2013/2014	6.19
Simon Dawkins	2014/2015	6.52
Simon Dawkins	2013/2014	6.78
Leon Best	2014/2015	6.33
Leon Best	2013/2014	6.67
Leon Best	2013/2014	6.69
Leon Best	2011/2012	6.87
Paul Coutts	2014/2015	6.00
Aaron McLean	2013/2014	6.14
Andy Halliday	2013/2014	6.75
Jordan Spence	2013/2014	6.50
Jordan Spence	2012/2013	6.01
Jordan Spence	2010/2011	6.65
Tom Lees	2014/2015	7.41
Tom Lees	2013/2014	7.13
Jacques Maghoma	2014/2015	7.17
Sam Hutchinson	2014/2015	7.00
Sam Hutchinson	2013/2014	6.75
Sam Hutchinson	2013/2014	6.00
Sam Hutchinson	2011/2012	6.38
Glenn Loovens	2014/2015	6.98
Glenn Loovens	2013/2014	7.20
Chris Maguire	2014/2015	6.92
Keiren Westwood	2014/2015	6.91
Keiren Westwood	2013/2014	6.35
Keiren Westwood	2012	-
Jeremy Helan	2014/2015	6.87
Joe Mattock	2014/2015	6.83
Liam Palmer	2014/2015	6.83
Atdhe Nuhiu	2014/2015	6.82
Josè Semedo	2014/2015	6.81
Kamil Zayatte	2014/2015	6.79
Kamil Zayatte	2013/2014	7.70
Lewis McGugan	2014/2015	6.74
Lewis McGugan	2014/2015	6.39
Giles Coke	2014/2015	6.70
Kieran Lee	2014/2015	6.68
Royston Drenthe	2014/2015	6.66
Royston Drenthe	2013/2014	6.75
Royston Drenthe	2011/2012	6.71
Royston Drenthe	2010/2011	7.09
Royston Drenthe	2009/2010	6.70
Lewis Buxton	2014/2015	6.41
Claude Dielna	2014/2015	6.21
Rhys McCabe	2014/2015	6.00
Caolan Lavery	2014/2015	5.92
Craig Cathcart	2014/2015	7.35
Craig Cathcart	2013/2014	7.01
Daniel Tözsér	2014/2015	7.31
Daniel Tözsér	2013/2014	6.87
Daniel Tözsér	2012/2013	6.62
Troy Deeney	2014/2015	7.24
Gabriele Angella	2014/2015	7.15
Gabriele Angella	2013/2014	7.33
Gabriele Angella	2012/2013	7.39
Matej Vydra	2014/2015	7.06
Matej Vydra	2013/2014	6.31
Heurelho Gomes	2014/2015	7.02
Heurelho Gomes	2012/2013	7.12
Heurelho Gomes	2010/2011	6.48
Heurelho Gomes	2010/2011	7.05
Almen Abdi	2014/2015	6.99
Almen Abdi	2013/2014	7.24
Almen Abdi	2011/2012	6.51
Almen Abdi	2010/2011	6.46
Almen Abdi	2009/2010	5.99
Gianni Munari	2014/2015	6.96
Gianni Munari	2013/2014	6.03
Gianni Munari	2012/2013	6.37
Gianni Munari	2011/2012	6.30
Fernando Forestieri	2014/2015	6.90
Fernando Forestieri	2013/2014	6.44
Diego Fabbrini	2014/2015	6.88
Diego Fabbrini	2013/2014	6.58
Diego Fabbrini	2012/2013	6.51
Diego Fabbrini	2012/2013	6.59
Diego Fabbrini	2012/2013	6.45
Sebastien Bassong	2014/2015	6.85
Sebastien Bassong	2013/2014	6.74
Sebastien Bassong	2012/2013	6.84
Sebastien Bassong	2011/2012	6.56
Sebastien Bassong	2011/2012	6.36
Sebastien Bassong	2010/2011	6.53
Sebastien Bassong	2010/2011	6.86
Daniel Pudil	2014/2015	6.82
Daniel Pudil	2013/2014	6.73
Daniel Pudil	2011/2012	6.62
Juan Carlos Paredes	2014/2015	6.78
Joel Ekstrand	2014/2015	6.75
Joel Ekstrand	2013/2014	6.83
Joel Ekstrand	2011/2012	6.53
Jonathan Bond	2014/2015	6.69
Ikechi Anya	2014/2015	6.67
Lloyd Doyley	2014/2015	6.64
Gabriel Tamas	2014/2015	6.59
Gabriel Tamas	2013/2014	6.76
Gabriel Tamas	2012/2013	6.28
Gabriel Tamas	2011/2012	6.65
Tommy Hoban	2014/2015	6.58
Odion Ighalo	2014/2015	6.48
Odion Ighalo	2013/2014	6.23
Odion Ighalo	2012/2013	6.61
Odion Ighalo	2011/2012	6.40
Lloyd Dyer	2014/2015	6.44
Sean Murray	2014/2015	6.17
Adlène Guédioura	2014/2015	6.15
Adlène Guédioura	2014/2015	6.21
Adlène Guédioura	2013/2014	7.37
Adlène Guédioura	2013/2014	6.35
Adlène Guédioura	2011/2012	6.22
Adlène Guédioura	2010/2011	6.40
Christophe Berra	2014/2015	7.65
Christophe Berra	2013/2014	7.48
Christophe Berra	2011/2012	6.64
Christophe Berra	2010/2011	6.81
Tommy Smith	2014/2015	7.38
Daryl Murphy	2014/2015	7.35
Daryl Murphy	2013/2014	6.92
Tyrone Mings	2014/2015	7.33
Stephen Hunt	2014/2015	7.26
Stephen Hunt	2013/2014	6.56
Stephen Hunt	2011/2012	6.47
Stephen Hunt	2010/2011	6.66
Luke Chambers	2014/2015	7.08
David McGoldrick	2014/2015	7.07
Jonathan Parr	2014/2015	6.91
Cole Skuse	2014/2015	6.85
Paul Anderson	2014/2015	6.82
Luke Hyam	2014/2015	6.77
Conor Sammon	2014/2015	6.31
Conor Sammon	2013/2014	6.19
Conor Sammon	2011/2012	6.05
Darren Ambrose	2014/2015	6.08
Anthony Wordsworth	2014/2015	6.74
Anthony Wordsworth	2014/2015	6.07
Balint Bajner	2014/2015	6.06
Stephen Henderson	2014/2015	6.95
Chris Solly	2014/2015	7.07
Rhoys Wiggins	2014/2015	6.82
Yoni Buyens	2014/2015	6.81
Tal Ben Haim	2014/2015	7.30
Tal Ben Haim	2013/2014	7.27
Tal Ben Haim	2012/2013	6.61
Tal Ben Haim	2010/2011	6.77
André Bikey	2014/2015	7.31
Johann Berg Gudmundsson	2014/2015	6.63
Johann Berg Gudmundsson	2013/2014	7.03
Johnnie Jackson	2014/2015	6.90
Igor Vetokele	2014/2015	7.06
Igor Vetokele	2013/2014	6.57
Sergio Agüero	2014/2015	7.07
Sergio Agüero	2014/2015	7.53
Sergio Agüero	2013/2014	7.67
Sergio Agüero	2013/2014	7.68
Sergio Agüero	2014	6.10
Sergio Agüero	2012/2013	6.88
Sergio Agüero	2012/2013	7.04
Sergio Agüero	2011/2012	6.55
Sergio Agüero	2011/2012	7.45
Sergio Agüero	2010/2011	7.38
Sergio Agüero	2009/2010	7.25
Gaël Clichy	2014/2015	6.66
Gaël Clichy	2014/2015	7.49
Gaël Clichy	2013/2014	6.44
Gaël Clichy	2013/2014	7.25
Gaël Clichy	2012/2013	6.96
Gaël Clichy	2012/2013	7.27
Gaël Clichy	2012	6.83
Gaël Clichy	2011/2012	7.11
Gaël Clichy	2011/2012	7.37
Gaël Clichy	2010/2011	7.41
Gaël Clichy	2010/2011	7.35
Gaël Clichy	2009/2010	7.51
Dedryck Boyata	2014/2015	7.30
Dedryck Boyata	2013/2014	6.66
Dedryck Boyata	2012/2013	6.54
Dedryck Boyata	2011/2012	6.62
Dedryck Boyata	2010/2011	6.51
Yaya Touré	2014/2015	6.46
Yaya Touré	2014/2015	7.28
Yaya Touré	2013/2014	6.93
Yaya Touré	2013/2014	7.54
Yaya Touré	2014	7.21
Yaya Touré	2012/2013	7.07
Yaya Touré	2012/2013	7.18
Yaya Touré	2011/2012	7.48
Yaya Touré	2011/2012	7.42
Yaya Touré	2010/2011	7.17
Yaya Touré	2009/2010	7.27
Willy Caballero	2014/2015	7.24
Willy Caballero	2013/2014	6.94
Willy Caballero	2012/2013	6.87
Willy Caballero	2012/2013	7.10
Willy Caballero	2011/2012	6.68
David Silva	2014/2015	6.93
David Silva	2014/2015	7.16
David Silva	2013/2014	7.02
David Silva	2013/2014	7.56
David Silva	2014	6.69
David Silva	2013	6.21
David Silva	2012/2013	7.09
David Silva	2012/2013	7.30
David Silva	2012	7.37
David Silva	2011/2012	7.36
David Silva	2011/2012	7.50
David Silva	2010/2011	7.16
Eliaquim Mangala	2014/2015	6.97
Eliaquim Mangala	2014/2015	7.16
Eliaquim Mangala	2013/2014	6.75
Eliaquim Mangala	2013/2014	7.31
Eliaquim Mangala	2012/2013	6.81
Eliaquim Mangala	2011/2012	6.98
Bacary Sagna	2014/2015	6.65
Bacary Sagna	2014/2015	7.14
Bacary Sagna	2013/2014	7.08
Bacary Sagna	2013/2014	7.22
Bacary Sagna	2014	8.10
Bacary Sagna	2012/2013	7.01
Bacary Sagna	2012/2013	7.04
Bacary Sagna	2011/2012	6.90
Bacary Sagna	2011/2012	7.14
Bacary Sagna	2010/2011	6.40
Bacary Sagna	2010/2011	7.14
Bacary Sagna	2009/2010	6.62
Pablo Zabaleta	2014/2015	6.79
Pablo Zabaleta	2014/2015	7.09
Pablo Zabaleta	2013/2014	6.87
Pablo Zabaleta	2013/2014	7.25
Pablo Zabaleta	2014	7.06
Pablo Zabaleta	2012/2013	6.81
Pablo Zabaleta	2012/2013	7.18
Pablo Zabaleta	2011/2012	7.00
Pablo Zabaleta	2011/2012	7.30
Pablo Zabaleta	2010/2011	7.27
Vincent Kompany	2014/2015	7.00
Vincent Kompany	2014/2015	7.07
Vincent Kompany	2013/2014	7.32
Vincent Kompany	2013/2014	7.19
Vincent Kompany	2014	7.10
Vincent Kompany	2012/2013	6.78
Vincent Kompany	2012/2013	7.09
Vincent Kompany	2011/2012	6.97
Vincent Kompany	2011/2012	7.30
Vincent Kompany	2010/2011	7.42
Aleksandar Kolarov	2014/2015	6.49
Aleksandar Kolarov	2014/2015	7.06
Aleksandar Kolarov	2013/2014	7.00
Aleksandar Kolarov	2013/2014	7.12
Aleksandar Kolarov	2012/2013	6.59
Aleksandar Kolarov	2012/2013	6.79
Aleksandar Kolarov	2011/2012	7.03
Aleksandar Kolarov	2011/2012	7.17
Aleksandar Kolarov	2010/2011	6.90
James Milner	2014/2015	6.63
James Milner	2014/2015	7.02
James Milner	2013/2014	7.03
James Milner	2013/2014	6.58
James Milner	2014	7.06
James Milner	2012/2013	6.46
James Milner	2012/2013	7.00
James Milner	2012	6.42
James Milner	2011/2012	6.79
James Milner	2011/2012	6.92
James Milner	2010/2011	9.14
James Milner	2010/2011	6.78
Martín Demichelis	2014/2015	6.82
Martín Demichelis	2014/2015	6.96
Martín Demichelis	2013/2014	6.49
Martín Demichelis	2013/2014	7.40
Martín Demichelis	2014	7.57
Martín Demichelis	2012/2013	7.17
Martín Demichelis	2012/2013	7.45
Martín Demichelis	2011/2012	7.19
Martín Demichelis	2010/2011	7.23
Martín Demichelis	2010/2011	6.83
Martín Demichelis	2010/2011	7.16
Martín Demichelis	2009/2010	7.14
Stevan Jovetic	2014/2015	6.32
Stevan Jovetic	2014/2015	6.94
Stevan Jovetic	2013/2014	6.73
Stevan Jovetic	2012/2013	7.53
Stevan Jovetic	2011/2012	7.51
Stevan Jovetic	2009/2010	7.07
Joe Hart	2014/2015	6.79
Joe Hart	2014/2015	6.92
Joe Hart	2013/2014	6.63
Joe Hart	2013/2014	6.71
Joe Hart	2014	6.01
Joe Hart	2012/2013	7.41
Joe Hart	2012/2013	6.64
Joe Hart	2012	7.63
Joe Hart	2011/2012	7.06
Joe Hart	2011/2012	6.84
Joe Hart	2010/2011	6.93
Samir Nasri	2014/2015	6.83
Samir Nasri	2014/2015	6.88
Samir Nasri	2013/2014	6.93
Samir Nasri	2013/2014	7.33
Samir Nasri	2012/2013	6.59
Samir Nasri	2012/2013	6.91
Samir Nasri	2012	7.02
Samir Nasri	2011/2012	6.54
Samir Nasri	2011/2012	6.54
Samir Nasri	2011/2012	7.21
Samir Nasri	2010/2011	7.50
Samir Nasri	2010/2011	7.31
Samir Nasri	2009/2010	8.08
Fernandinho	2014/2015	6.92
Fernandinho	2014/2015	6.87
Fernandinho	2013/2014	6.98
Fernandinho	2013/2014	7.40
Fernandinho	2014	6.47
Fernandinho	2012/2013	7.86
Fernandinho	2011/2012	7.37
Jesús Navas	2014/2015	6.54
Jesús Navas	2014/2015	6.82
Jesús Navas	2013/2014	6.68
Jesús Navas	2013/2014	7.14
Jesús Navas	2013	7.50
Jesús Navas	2012/2013	7.04
Jesús Navas	2012	6.54
Jesús Navas	2011/2012	7.46
Jesús Navas	2010/2011	7.24
Jesús Navas	2009/2010	7.21
Fernando	2014/2015	6.88
Fernando	2014/2015	6.69
Fernando	2013/2014	7.21
Fernando	2013/2014	7.15
Fernando	2012/2013	6.99
Fernando	2011/2012	6.88
Frank Lampard	2014/2015	6.61
Frank Lampard	2014/2015	6.54
Frank Lampard	2013/2014	7.10
Frank Lampard	2013/2014	7.09
Frank Lampard	2014	7.64
Frank Lampard	2012/2013	7.18
Frank Lampard	2012/2013	6.94
Frank Lampard	2012/2013	7.07
Frank Lampard	2011/2012	7.31
Frank Lampard	2011/2012	7.14
Frank Lampard	2010/2011	6.98
Frank Lampard	2010/2011	7.37
Frank Lampard	2009/2010	7.28
Edin Dzeko	2014/2015	6.68
Edin Dzeko	2014/2015	6.53
Edin Dzeko	2013/2014	6.97
Edin Dzeko	2013/2014	7.15
Edin Dzeko	2014	6.97
Edin Dzeko	2012/2013	6.61
Edin Dzeko	2012/2013	6.96
Edin Dzeko	2011/2012	6.79
Edin Dzeko	2011/2012	7.02
Edin Dzeko	2010/2011	7.12
Edin Dzeko	2010/2011	6.61
Edin Dzeko	2009/2010	7.73
Simon Eastwood	2014/2015	8.44
Rudy Gestede	2014/2015	7.63
Rudy Gestede	2013/2014	7.54
Shane Duffy	2014/2015	7.40
Shane Duffy	2013/2014	7.72
Shane Duffy	2012/2013	6.00
Ben Marshall	2014/2015	7.38
Tom Cairney	2014/2015	7.33
Tom Cairney	2013/2014	7.51
Grant Hanley	2014/2015	7.21
Grant Hanley	2013/2014	7.13
Grant Hanley	2011/2012	6.67
Grant Hanley	2010/2011	6.33
Markus Olsson	2014/2015	6.99
Markus Olsson	2013/2014	6.35
Alex Baptiste	2014/2015	6.87
Alex Baptiste	2013/2014	7.03
Paul Robinson	2014/2015	6.82
Paul Robinson	2013/2014	6.90
Paul Robinson	2011/2012	6.27
Paul Robinson	2010/2011	6.77
Jordan Rhodes	2014/2015	6.80
Jason Steele	2014/2015	6.77
Jason Steele	2013/2014	6.72
Matthew Kilgallon	2014/2015	6.70
Matthew Kilgallon	2013/2014	7.11
Matthew Kilgallon	2012/2013	6.52
Matthew Kilgallon	2011/2012	6.79
Corry Evans	2014/2015	6.68
Craig Conway	2014/2015	6.68
Craig Conway	2013/2014	7.12
Lee Williamson	2014/2015	6.66
Joshua King	2014/2015	6.61
Joshua King	2013/2014	7.00
Joshua King	2013	6.14
Joshua King	2012/2013	5.85
Ryan Tunnicliffe	2014/2015	6.54
Ryan Tunnicliffe	2013/2014	6.27
Ryan Tunnicliffe	2013/2014	6.65
Adam Henley	2014/2015	6.53
Adam Henley	2013/2014	6.65
Jason Lowe	2014/2015	6.43
Jason Lowe	2013/2014	6.59
Jason Lowe	2013	6.17
Jason Lowe	2011/2012	6.58
Chris Brown	2014/2015	6.23
Chris Taylor	2014/2015	6.21
Luke Varney	2014/2015	6.18
Luke Varney	2013/2014	6.97
Luke Varney	2013/2014	6.46
David Dunn	2014/2015	6.16
David Dunn	2013/2014	6.78
David Dunn	2011/2012	6.64
David Dunn	2010/2011	6.51
Tim Hoogland	2014/2015	7.35
Tim Hoogland	2013/2014	7.17
Tim Hoogland	2013/2014	6.94
Tim Hoogland	2012/2013	6.63
Tim Hoogland	2011/2012	6.10
Dan Burn	2014/2015	7.31
Dan Burn	2013/2014	7.71
Hugo Rodallega	2014/2015	7.18
Hugo Rodallega	2013/2014	6.49
Hugo Rodallega	2012/2013	6.47
Hugo Rodallega	2011/2012	6.43
Hugo Rodallega	2010/2011	6.62
Konstantinos Stafylidis	2014/2015	7.15
Bryan Ruiz	2014/2015	7.13
Bryan Ruiz	2013/2014	6.78
Bryan Ruiz	2013/2014	7.19
Bryan Ruiz	2014	6.78
Bryan Ruiz	2012/2013	7.28
Bryan Ruiz	2011/2012	6.83
Fernando Amorebieta	2014/2015	7.10
Fernando Amorebieta	2013/2014	6.87
Fernando Amorebieta	2012/2013	6.94
Fernando Amorebieta	2012/2013	6.60
Fernando Amorebieta	2011/2012	7.24
Fernando Amorebieta	2010/2011	6.57
Ross McCormack	2014/2015	7.08
Scott Parker	2014/2015	6.94
Scott Parker	2013/2014	6.84
Scott Parker	2012/2013	7.00
Scott Parker	2012/2013	6.81
Scott Parker	2012	6.98
Scott Parker	2011/2012	7.23
Scott Parker	2010/2011	7.28
Elsad Zverotic	2014/2015	6.56
Elsad Zverotic	2013/2014	6.24
Alexander Kacaniklic	2014/2015	6.53
Alexander Kacaniklic	2014/2015	6.51
Alexander Kacaniklic	2013/2014	6.46
Alexander Kacaniklic	2012/2013	6.69
Chris David	2014/2015	6.49
Kay Voser	2014/2015	6.47
Kay Voser	2013/2014	6.99
Cauley Woodrow	2014/2015	6.43
Moussa Dembele	2014/2015	6.42
Adil Chihi	2014/2015	6.37
Adil Chihi	2011/2012	6.88
Adil Chihi	2010/2011	6.56
Oscar Threlkeld	2014/2015	7.34
Jay Spearing	2014/2015	7.12
Jay Spearing	2013/2014	7.08
Jay Spearing	2011/2012	6.55
Jay Spearing	2010/2011	6.92
Chris Herd	2014/2015	7.07
Chris Herd	2013/2014	6.68
Chris Herd	2012/2013	6.82
Chris Herd	2011/2012	6.78
Andy Lonergan	2014/2015	7.01
Lee Chung-Yong	2014/2015	6.96
Lee Chung-Yong	2013/2014	6.83
Lee Chung-Yong	2014	6.87
Lee Chung-Yong	2011/2012	6.10
Lee Chung-Yong	2010/2011	6.94
Tim Ream	2014/2015	6.86
Tim Ream	2013/2014	7.01
Dean Moxey	2014/2015	6.75
Kevin McNaughton	2014/2015	6.69
Kevin McNaughton	2013/2014	7.20
Neil Danns	2014/2015	6.62
Adam Bogdan	2014/2015	6.62
Adam Bogdan	2013/2014	7.05
Adam Bogdan	2011/2012	6.60
Mark Davies	2014/2015	6.60
Mark Davies	2013/2014	6.68
Mark Davies	2011/2012	6.94
Mark Davies	2010/2011	6.59
David Wheater	2014/2015	6.59
David Wheater	2013/2014	7.03
David Wheater	2011/2012	6.93
Darren Pratley	2014/2015	6.57
Darren Pratley	2013/2014	6.37
Craig Davies	2014/2015	6.54
Liam Feeney	2014/2015	6.52
Liam Feeney	2013/2014	6.25
Liam Feeney	2013/2014	6.83
Hayden White	2014/2015	6.34
Liam Trotter	2014/2015	6.32
Liam Trotter	2013/2014	6.58
Owen Garvan	2014/2015	6.26
Owen Garvan	2013/2014	6.84
Jermaine Beckford	2014/2015	6.25
Jermaine Beckford	2013/2014	6.47
Jermaine Beckford	2011/2012	6.18
Robert Hall	2014/2015	6.00
Robert Hall	2013/2014	6.50
Eidur Gudjohnsen	2014/2015	5.91
Eidur Gudjohnsen	2010/2011	5.98
Eidur Gudjohnsen	2010/2011	6.42
Eidur Gudjohnsen	2009/2010	6.34
Colin Doyle	2014/2015	8.16
David Cotterill	2014/2015	7.43
Michael Morrison	2014/2015	6.31
Michael Morrison	2014/2015	6.93
David Davis	2014/2015	6.86
Darren Randolph	2014/2015	6.84
David Edgar	2014/2015	6.82
David Edgar	2013/2014	6.34
Paul Caddis	2014/2015	6.74
Demarai Gray	2014/2015	6.74
Paul Robinson	2014/2015	6.69
Paul Robinson	2013/2014	7.08
Paul Robinson	2011/2012	6.79
Paul Robinson	2010/2011	6.78
Jonathan Spector	2014/2015	6.65
Jonathan Spector	2013/2014	6.80
Jonathan Spector	2010/2011	6.40
Will Packwood	2014/2015	6.52
Brek Shea	2014/2015	6.46
Brek Shea	2013/2014	6.40
Brek Shea	2013/2014	6.10
Andrew Shinnie	2014/2015	6.44
Koby Arthur	2014/2015	6.42
Callum Reilly	2014/2015	6.37
Mark Duffy	2014/2015	6.29
Wes Thomas	2014/2015	6.23
Lee Novak	2014/2015	6.16
Nikola Zigic	2014/2015	6.14
Nikola Zigic	2013/2014	7.08
Nikola Zigic	2010/2011	6.68
Reece Brown	2014/2015	6.00
Guy Moussi	2014/2015	5.99
Guy Moussi	2013/2014	6.44
Boaz Myhill	2014/2015	7.73
Boaz Myhill	2013/2014	6.64
Boaz Myhill	2012/2013	6.83
Boaz Myhill	2010/2011	6.55
Gareth McAuley	2014/2015	7.66
Gareth McAuley	2013/2014	7.10
Gareth McAuley	2012/2013	6.87
Craig Dawson	2014/2015	7.43
Craig Dawson	2013/2014	6.95
Craig Dawson	2013	7.30
Craig Dawson	2012/2013	6.59
Craig Gardner	2014/2015	7.26
Craig Gardner	2013/2014	6.40
Craig Gardner	2012/2013	6.94
Craig Gardner	2011/2012	6.79
Craig Gardner	2010/2011	7.00
Craig Gardner	2009/2010	6.85
Joleon Lescott	2014/2015	7.22
Joleon Lescott	2013/2014	6.42
Joleon Lescott	2013/2014	6.89
Joleon Lescott	2012/2013	6.24
Joleon Lescott	2012/2013	6.73
Joleon Lescott	2012	7.01
Joleon Lescott	2011/2012	6.64
Joleon Lescott	2011/2012	7.05
Joleon Lescott	2010/2011	6.99
Joleon Lescott	2009/2010	5.65
Sébastien Pocognoli	2014/2015	7.01
Sébastien Pocognoli	2013/2014	6.65
Sébastien Pocognoli	2012/2013	6.57
Sébastien Pocognoli	2012/2013	6.37
James Morrison	2014/2015	6.97
James Morrison	2013/2014	6.81
James Morrison	2012/2013	6.82
James Morrison	2011/2012	7.28
Ben Foster	2014/2015	6.87
Ben Foster	2013/2014	6.60
Ben Foster	2014	7.47
Ben Foster	2012/2013	6.84
Ben Foster	2011/2012	6.86
Ben Foster	2010/2011	6.98
Ben Foster	2009/2010	6.42
Chris Brunt	2014/2015	6.79
Chris Brunt	2013/2014	7.01
Chris Brunt	2012/2013	6.84
Chris Brunt	2011/2012	6.98
Graham Dorrans	2014/2015	6.76
Graham Dorrans	2013/2014	6.94
Graham Dorrans	2012/2013	6.64
Graham Dorrans	2011/2012	6.58
Youssouf Mulumbu	2014/2015	6.73
Youssouf Mulumbu	2013/2014	7.03
Youssouf Mulumbu	2012/2013	6.81
Youssouf Mulumbu	2011/2012	7.09
Jonas Olsson	2014/2015	6.65
Jonas Olsson	2013/2014	6.97
Jonas Olsson	2012/2013	6.59
Jonas Olsson	2012	6.70
Jonas Olsson	2011/2012	6.81
Saido Berahino	2014/2015	6.63
Chris Baird	2014/2015	6.53
Chris Baird	2013/2014	6.86
Chris Baird	2013/2014	6.72
Chris Baird	2012/2013	6.82
Chris Baird	2011/2012	6.67
Chris Baird	2010/2011	7.07
Stéphane Sessegnon	2014/2015	6.49
Stéphane Sessegnon	2013/2014	6.55
Stéphane Sessegnon	2013/2014	6.77
Stéphane Sessegnon	2012/2013	6.71
Stéphane Sessegnon	2011/2012	6.95
Stéphane Sessegnon	2010/2011	6.85
Stéphane Sessegnon	2010/2011	6.70
Silvestre Varela	2014/2015	6.45
Silvestre Varela	2013/2014	6.74
